district_name,block_name,typeofsupport,broad_category,categoryofsupport,Beneficiary_Count
BALOD,DONDILOHARA,Bee Boxes,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Bee Hives,Nature-Based Solutions / Bio-Economy,Inputs,5
BALOD,DONDILOHARA,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,14
BALOD,DONDILOHARA,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,67
BALOD,DONDILOHARA,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,59
BALOD,DONDILOHARA,Brood Lac,Nature-Based Solutions / Bio-Economy,Inputs,6
BALOD,DONDILOHARA,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,16
BALOD,DONDILOHARA,Cage Installation in Reservoirs,Nature-Based Solutions / Bio-Economy,Equipment,5
BALOD,DONDILOHARA,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,62
BALOD,DONDILOHARA,Certification,Circular Economy,Marketing Support,6
BALOD,DONDILOHARA,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,12
BALOD,DONDILOHARA,Chick Guard,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Clay,Circular Economy,Inputs,3
BALOD,DONDILOHARA,Cleaning and Disinfection Equipment,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,217
BALOD,DONDILOHARA,Computer-Aided Textile Designing Unit,Circular Economy,Equipment,11
BALOD,DONDILOHARA,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,46
BALOD,DONDILOHARA,DDU-GKY Skill Training for Placement Outside the State,Circular Economy,Training,3
BALOD,DONDILOHARA,Day Old Chicks,Nature-Based Solutions / Bio-Economy,Inputs,7
BALOD,DONDILOHARA,Development of Non-Chemical Pesticides,Nature-Based Solutions / Bio-Economy,Training,12
BALOD,DONDILOHARA,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,185
BALOD,DONDILOHARA,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,142
BALOD,DONDILOHARA,Dye House,Circular Economy,Infrastructure,7
BALOD,DONDILOHARA,FYM,Nature-Based Solutions / Bio-Economy,Inputs,73
BALOD,DONDILOHARA,Fabric Finishing Units,Circular Economy,Infrastructure,15
BALOD,DONDILOHARA,Fabric Processing Unit,Circular Economy,Infrastructure,3
BALOD,DONDILOHARA,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,14
BALOD,DONDILOHARA,Feeder,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,71
BALOD,DONDILOHARA,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,17
BALOD,DONDILOHARA,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,615
BALOD,DONDILOHARA,Financial Assistance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,9
BALOD,DONDILOHARA,Fishing Nets,Nature-Based Solutions / Bio-Economy,Equipment,6
BALOD,DONDILOHARA,Food Processing Unit Set-up for SHGs,Circular Economy,Infrastructure,14
BALOD,DONDILOHARA,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,77
BALOD,DONDILOHARA,General Awareness Training,Nature-Based Solutions / Bio-Economy,Training,145
BALOD,DONDILOHARA,General Training,Circular Economy,Training,234
BALOD,DONDILOHARA,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,4
BALOD,DONDILOHARA,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,11
BALOD,DONDILOHARA,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,28
BALOD,DONDILOHARA,Godown,Circular Economy,Infrastructure,28
BALOD,DONDILOHARA,Green House,Nature-Based Solutions / Bio-Economy,Infrastructure,9
BALOD,DONDILOHARA,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,141
BALOD,DONDILOHARA,Gully Plugs,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Horticulture-Medicinal Plants-Exposure Visit,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Horticulture-Medicinal Plants-Online Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BALOD,DONDILOHARA,Horticulture-Medicinal Plants-Skill Training,Nature-Based Solutions / Bio-Economy,Training,8
BALOD,DONDILOHARA,Hut/Room for Mushroom Production,Nature-Based Solutions / Bio-Economy,Infrastructure,7
BALOD,DONDILOHARA,Improved Package of Practice for Crops,Nature-Based Solutions / Bio-Economy,Training,26
BALOD,DONDILOHARA,Improved Twisting Machines for Yarn Making,Circular Economy,Equipment,3
BALOD,DONDILOHARA,Insect Trap,Nature-Based Solutions / Bio-Economy,Inputs,33
BALOD,DONDILOHARA,Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,30
BALOD,DONDILOHARA,Integrated Pack House,Circular Economy,Infrastructure,18
BALOD,DONDILOHARA,Kisan Credit Card,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,628
BALOD,DONDILOHARA,Kitchen Garden,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Lac Processing Equipment,Circular Economy,Equipment,3
BALOD,DONDILOHARA,Livestock Rearing-Technical Training,Nature-Based Solutions / Bio-Economy,Training,51
BALOD,DONDILOHARA,Loan - Tribal Department,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,6
BALOD,DONDILOHARA,Loom Upgradation,Nature-Based Solutions / Bio-Economy,Equipment,5
BALOD,DONDILOHARA,Machinery & Equipments for Mushroom Production,Nature-Based Solutions / Bio-Economy,Equipment,29
BALOD,DONDILOHARA,Machinery for Processing Centre,Circular Economy,Equipment,12
BALOD,DONDILOHARA,Maize Sheller,Nature-Based Solutions / Bio-Economy,Equipment,15
BALOD,DONDILOHARA,Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,21
BALOD,DONDILOHARA,Market Shed,Circular Economy,Infrastructure,3
BALOD,DONDILOHARA,Medicinal Plant Cultivation,Nature-Based Solutions / Bio-Economy,Training,28
BALOD,DONDILOHARA,Medicines,Nature-Based Solutions / Bio-Economy,Inputs,7
BALOD,DONDILOHARA,Milk Chilling Plant,Nature-Based Solutions / Bio-Economy,Infrastructure,5
BALOD,DONDILOHARA,Milk Containers,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Modified Silk Hand Looms,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Mushroom Spawn,Nature-Based Solutions / Bio-Economy,Inputs,29
BALOD,DONDILOHARA,Mushroom cultivation,Nature-Based Solutions / Bio-Economy,Training,149
BALOD,DONDILOHARA,Nadep Compost,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Nadep Pit,Nature-Based Solutions / Bio-Economy,Inputs,3
BALOD,DONDILOHARA,Nursery Development,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Online Market Linkage,Nature-Based Solutions / Bio-Economy,Marketing Support,6
BALOD,DONDILOHARA,Open Irrigation Wells,Nature-Based Solutions / Bio-Economy,Infrastructure,30
BALOD,DONDILOHARA,Organic Certification,Nature-Based Solutions / Bio-Economy,Marketing Support,3
BALOD,DONDILOHARA,Organic Farming,Nature-Based Solutions / Bio-Economy,Training,29
BALOD,DONDILOHARA,Organic Manure,Nature-Based Solutions / Bio-Economy,Inputs,403
BALOD,DONDILOHARA,Packaging Equipment,Nature-Based Solutions / Bio-Economy,Equipment,6
BALOD,DONDILOHARA,Paddy Transplanter,Nature-Based Solutions / Bio-Economy,Equipment,507
BALOD,DONDILOHARA,Paddy-Nursery Training,Nature-Based Solutions / Bio-Economy,Training,12
BALOD,DONDILOHARA,Pest Management,Nature-Based Solutions / Bio-Economy,Training,18
BALOD,DONDILOHARA,Pipe Line for Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,6
BALOD,DONDILOHARA,Plantation,Nature-Based Solutions / Bio-Economy,Infrastructure,233
BALOD,DONDILOHARA,Plastic Crates,Circular Economy,Equipment,56
BALOD,DONDILOHARA,Post Harvest Management,Nature-Based Solutions / Bio-Economy,Training,12
BALOD,DONDILOHARA,Poultry Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,11
BALOD,DONDILOHARA,Pounding Machine,Nature-Based Solutions / Bio-Economy,Equipment,64
BALOD,DONDILOHARA,Power Tiller,Nature-Based Solutions / Bio-Economy,Equipment,206
BALOD,DONDILOHARA,Promotion & Conservation Local Breeds,Nature-Based Solutions / Bio-Economy,Other Services,84
BALOD,DONDILOHARA,Promotion and Branding Support,Circular Economy,Marketing Support,5
BALOD,DONDILOHARA,Promotion of Cooperative,Nature-Based Solutions / Bio-Economy,Other Services,6
BALOD,DONDILOHARA,Pulper,Nature-Based Solutions / Bio-Economy,Equipment,15
BALOD,DONDILOHARA,Pulper-Fruits,Nature-Based Solutions / Bio-Economy,Equipment,9
BALOD,DONDILOHARA,Pump House,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Pump Set,Energy,Equipment,1174
BALOD,DONDILOHARA,Pump Set - Tribal Department,Energy,Equipment,45
BALOD,DONDILOHARA,Raw Material Grading Equipment,Nature-Based Solutions / Bio-Economy,Equipment,20
BALOD,DONDILOHARA,Raw Material for Activity,Circular Economy,Inputs,94
BALOD,DONDILOHARA,Recharge Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,30
BALOD,DONDILOHARA,Refrigerator,Nature-Based Solutions / Bio-Economy,Equipment,7
BALOD,DONDILOHARA,Registration of Udyog Aadhaar,Nature-Based Solutions / Bio-Economy,Other Services,316
BALOD,DONDILOHARA,Roster (Spice Crops),Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,DONDILOHARA,Rotavator,Nature-Based Solutions / Bio-Economy,Equipment,34
BALOD,DONDILOHARA,SHG / Bank Loan,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,22
BALOD,DONDILOHARA,Sand Filter for Bore Well / Open Well,Nature-Based Solutions / Bio-Economy,Infrastructure,41
BALOD,DONDILOHARA,"Saplings - Vegetables, Fruits",Nature-Based Solutions / Bio-Economy,Inputs,32
BALOD,DONDILOHARA,Saplings-Horticulture-Medicinal Plants,Nature-Based Solutions / Bio-Economy,Inputs,18
BALOD,DONDILOHARA,Seed Drill,Nature-Based Solutions / Bio-Economy,Equipment,9
BALOD,DONDILOHARA,Seed treatment,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Seedling Tray,Nature-Based Solutions / Bio-Economy,Equipment,24
BALOD,DONDILOHARA,Seeds,Nature-Based Solutions / Bio-Economy,Inputs,545
BALOD,DONDILOHARA,Set-up for Retail Outlet / Herbal Collection,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,3
BALOD,DONDILOHARA,Shade Net,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,DONDILOHARA,Sickle,Nature-Based Solutions / Bio-Economy,Equipment,657
BALOD,DONDILOHARA,Skill Training for Minorities,Circular Economy,Training,12
BALOD,DONDILOHARA,Slicer,Circular Economy,Equipment,3
BALOD,DONDILOHARA,Soak Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,601
BALOD,DONDILOHARA,Soil Conservation and Moisture Protection,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Soil Nutrient Management,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Solar Dryer,Energy,Equipment,6
BALOD,DONDILOHARA,Solar Pump,Energy,Equipment,298
BALOD,DONDILOHARA,Spice Mill,Nature-Based Solutions / Bio-Economy,Equipment,9
BALOD,DONDILOHARA,Sprayer,Nature-Based Solutions / Bio-Economy,Equipment,1667
BALOD,DONDILOHARA,Sprinkler,Nature-Based Solutions / Bio-Economy,Equipment,9
BALOD,DONDILOHARA,Staggered Trench,Nature-Based Solutions / Bio-Economy,Infrastructure,213
BALOD,DONDILOHARA,Storage Bags,Circular Economy,Inputs,17
BALOD,DONDILOHARA,Storage Space,Circular Economy,Infrastructure,22
BALOD,DONDILOHARA,Technical Training,Circular Economy,Training,76
BALOD,DONDILOHARA,Technical Training- Floriculture,Nature-Based Solutions / Bio-Economy,Training,6
BALOD,DONDILOHARA,Technical Training- Handloom & Textile,Circular Economy,Training,21
BALOD,DONDILOHARA,Technical Training-Sericulture,Nature-Based Solutions / Bio-Economy,Training,6
BALOD,DONDILOHARA,Thresher,Nature-Based Solutions / Bio-Economy,Equipment,2599
BALOD,DONDILOHARA,Tractor,Nature-Based Solutions / Bio-Economy,Equipment,9287
BALOD,DONDILOHARA,Training on Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,11
BALOD,DONDILOHARA,Training on Good Procurement Process & Maintenance,Nature-Based Solutions / Bio-Economy,Training,157
BALOD,DONDILOHARA,Tube Well,Nature-Based Solutions / Bio-Economy,Infrastructure,15
BALOD,DONDILOHARA,Turmeric Boiler,Circular Economy,Equipment,3
BALOD,DONDILOHARA,Vaccine,Nature-Based Solutions / Bio-Economy,Inputs,34
BALOD,DONDILOHARA,Vermicompost,Nature-Based Solutions / Bio-Economy,Infrastructure,92
BALOD,DONDILOHARA,Vermicompost,Nature-Based Solutions / Bio-Economy,Inputs,103
BALOD,DONDILOHARA,Warehouse,Circular Economy,Infrastructure,23
BALOD,DONDILOHARA,Washer,Nature-Based Solutions / Bio-Economy,Equipment,6
BALOD,DONDILOHARA,Wasteland / Fallow Land / Grassland Development,Nature-Based Solutions / Bio-Economy,Infrastructure,117
BALOD,DONDILOHARA,Water Harvesting System,Nature-Based Solutions / Bio-Economy,Infrastructure,301
BALOD,DONDILOHARA,Water Management (Rainfed Methods),Nature-Based Solutions / Bio-Economy,Training,3
BALOD,DONDILOHARA,Water Tank,Nature-Based Solutions / Bio-Economy,Infrastructure,39
BALOD,DONDILOHARA,Weaver Cards,Circular Economy,Inputs,3
BALOD,DONDILOHARA,Weighing Scale,Nature-Based Solutions / Bio-Economy,Equipment,17
BALOD,DONDILOHARA,Work Shed,Circular Economy,Infrastructure,62
BALOD,GUNDERDEHI,Aerator,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,GUNDERDEHI,Afforestation of Wastelands,Nature-Based Solutions / Bio-Economy,Infrastructure,44
BALOD,GUNDERDEHI,Agarbatti Machine,Circular Economy,Equipment,360
BALOD,GUNDERDEHI,Animal Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,51
BALOD,GUNDERDEHI,Any Other-Specify,Circular Economy,Equipment,1603
BALOD,GUNDERDEHI,Any Other-Specify,Circular Economy,Infrastructure,2328
BALOD,GUNDERDEHI,Any Other-Specify,Circular Economy,Inputs,181
BALOD,GUNDERDEHI,Any Other-Specify,Circular Economy,Marketing Support,65
BALOD,GUNDERDEHI,Any Other-Specify,Circular Economy,Training,3
BALOD,GUNDERDEHI,Artificial Insemination,Nature-Based Solutions / Bio-Economy,Inputs,6
BALOD,GUNDERDEHI,Artisan Cards,Circular Economy,Inputs,26
BALOD,GUNDERDEHI,Artisan Training,Circular Economy,Training,87
BALOD,GUNDERDEHI,Assistance for Basic Seed Production Units,Nature-Based Solutions / Bio-Economy,Infrastructure,563
BALOD,GUNDERDEHI,Automatic Reeling Machine for Yarn Making,Circular Economy,Equipment,3
BALOD,GUNDERDEHI,Azolla,Nature-Based Solutions / Bio-Economy,Inputs,36
BALOD,GUNDERDEHI,Bamboo Mat,Nature-Based Solutions / Bio-Economy,Equipment,17
BALOD,GUNDERDEHI,Basket and Trolley,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,GUNDERDEHI,Bee Hives,Nature-Based Solutions / Bio-Economy,Inputs,54
BALOD,GUNDERDEHI,Beekeeper,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,GUNDERDEHI,Bio Culture,Nature-Based Solutions / Bio-Economy,Inputs,37
BALOD,GUNDERDEHI,Bio Fertilisers,Nature-Based Solutions / Bio-Economy,Inputs,479
BALOD,GUNDERDEHI,Bore Well,Nature-Based Solutions / Bio-Economy,Infrastructure,160
BALOD,GUNDERDEHI,Brooders (Heat Lamp),Nature-Based Solutions / Bio-Economy,Equipment,6
BALOD,GUNDERDEHI,Business Management / Promotion Training,Circular Economy,Training,6
BALOD,GUNDERDEHI,Carrier Trays,Nature-Based Solutions / Bio-Economy,Equipment,3
BALOD,GUNDERDEHI,Cattle Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,1030
BALOD,GUNDERDEHI,Certification,Circular Economy,Marketing Support,9
BALOD,GUNDERDEHI,Check Dam,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,GUNDERDEHI,Chick Guard,Nature-Based Solutions / Bio-Economy,Infrastructure,31
BALOD,GUNDERDEHI,Clay,Circular Economy,Inputs,6
BALOD,GUNDERDEHI,Cleaning & Storage Unit - Spices / Coffee /Rubber / Tea,Circular Economy,Infrastructure,3
BALOD,GUNDERDEHI,Cleaning and Disinfection Equipment,Nature-Based Solutions / Bio-Economy,Equipment,7
BALOD,GUNDERDEHI,Coffee Desheller,Circular Economy,Equipment,3
BALOD,GUNDERDEHI,Coir Machine,Circular Economy,Equipment,9
BALOD,GUNDERDEHI,Cold Storage,Circular Economy,Infrastructure,3
BALOD,GUNDERDEHI,Compost Pit,Nature-Based Solutions / Bio-Economy,Infrastructure,1795
BALOD,GUNDERDEHI,Construction of New Pond,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,GUNDERDEHI,Crop Insurance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,264
BALOD,GUNDERDEHI,DDU-GKY Skill Training for Placement Outside the State,Circular Economy,Training,5
BALOD,GUNDERDEHI,DDU-GKY Skill Training for Placement Within the State,Circular Economy,Training,9
BALOD,GUNDERDEHI,Deworming Medicines,Nature-Based Solutions / Bio-Economy,Inputs,23
BALOD,GUNDERDEHI,Drainage of Chaur or Waterlogged Land,Nature-Based Solutions / Bio-Economy,Infrastructure,554
BALOD,GUNDERDEHI,Drip Irrigation,Nature-Based Solutions / Bio-Economy,Infrastructure,15
BALOD,GUNDERDEHI,Dug Well,Nature-Based Solutions / Bio-Economy,Infrastructure,286
BALOD,GUNDERDEHI,FYM,Nature-Based Solutions / Bio-Economy,Inputs,100
BALOD,GUNDERDEHI,Fabric Finishing Units,Circular Economy,Infrastructure,15
BALOD,GUNDERDEHI,Fabric Processing Unit,Circular Economy,Infrastructure,9
BALOD,GUNDERDEHI,Farm pond on Individual Land,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,GUNDERDEHI,Feed Management and Nutrition,Nature-Based Solutions / Bio-Economy,Training,12
BALOD,GUNDERDEHI,Feed Supplements,Nature-Based Solutions / Bio-Economy,Inputs,59
BALOD,GUNDERDEHI,Fencing,Nature-Based Solutions / Bio-Economy,Infrastructure,103
BALOD,GUNDERDEHI,Fencing,Nature-Based Solutions / Bio-Economy,Inputs,44
BALOD,GUNDERDEHI,Fencing Material,Nature-Based Solutions / Bio-Economy,Infrastructure,42
BALOD,GUNDERDEHI,Fertilizers,Nature-Based Solutions / Bio-Economy,Inputs,2450
BALOD,GUNDERDEHI,Financial Assistance,Nature-Based Solutions / Bio-Economy,Loan / Insurance / Subsidy,38
BALOD,GUNDERDEHI,Food Processing Unit Set-up for SHGs,Circular Economy,Infrastructure,9
BALOD,GUNDERDEHI,Foot Pump,Nature-Based Solutions / Bio-Economy,Equipment,247
BALOD,GUNDERDEHI,General Awareness Training,Nature-Based Solutions / Bio-Economy,Training,38
BALOD,GUNDERDEHI,General Training,Circular Economy,Training,469
BALOD,GUNDERDEHI,Goat-Castrator,Nature-Based Solutions / Bio-Economy,Equipment,15
BALOD,GUNDERDEHI,Goat-Feeder,Nature-Based Solutions / Bio-Economy,Equipment,4
BALOD,GUNDERDEHI,Goat-Shed / Shelter,Nature-Based Solutions / Bio-Economy,Infrastructure,374
BALOD,GUNDERDEHI,Godown,Circular Economy,Infrastructure,1631
BALOD,GUNDERDEHI,Green House,Nature-Based Solutions / Bio-Economy,Infrastructure,20
BALOD,GUNDERDEHI,Green House (Including Shade Net),Nature-Based Solutions / Bio-Economy,Infrastructure,12
BALOD,GUNDERDEHI,Grinding Machine,Nature-Based Solutions / Bio-Economy,Equipment,38
BALOD,GUNDERDEHI,Gully Plugs,Nature-Based Solutions / Bio-Economy,Infrastructure,197
BALOD,GUNDERDEHI,Hatchery,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,GUNDERDEHI,Horticulture-Medicinal Plants-Exposure Visit,Nature-Based Solutions / Bio-Economy,Training,3
BALOD,GUNDERDEHI,Horticulture-Medicinal Plants-Skill Training,Nature-Based Solutions / Bio-Economy,Training,6
BALOD,GUNDERDEHI,Hut/Room for Mushroom Production,Nature-Based Solutions / Bio-Economy,Infrastructure,48
BALOD,GUNDERDEHI,Improved Package of Practice for Crops,Nature-Based Solutions / Bio-Economy,Training,544
BALOD,GUNDERDEHI,Improved Twisting Machines for Yarn Making,Circular Economy,Equipment,3
BALOD,GUNDERDEHI,Infrastructure For Liquid Bio Manure,Nature-Based Solutions / Bio-Economy,Infrastructure,3
BALOD,GUNDERDEHI,Infrastructure for Azolla Cultivation,Nature-Based Solutions / Bio-Economy,Infrastructure,46
